19810310355,2023-12-16 11:24:12.225794,IN
19810310355,2023-12-16 11:24:23.912021,IN
19810310355,2023-12-16 11:24:29.198124,IN
19810310355,2023-12-16 11:30:40.827283,IN
19810310355,2023-12-16 11:30:44.494010,IN
19810310355,2023-12-16 11:30:49.565652,IN
19810310355,2023-12-16 11:30:54.523403,IN
19810310355,2023-12-16 11:31:14.469888,IN
19810310355,2023-12-16 11:31:28.610356,IN
19810310355,2023-12-16 11:31:35.326848,IN
19810310355,2023-12-16 11:31:46.386213,IN
19810310355,2023-12-16 11:32:27.132990,IN
19810310355,2023-12-16 11:32:37.101227,IN
19810310355,2023-12-16 22:17:17.158095,IN
19810310355,2023-12-16 22:17:26.287931,IN
19810310355,2023-12-16 22:18:25.925823,IN
19810310355,2023-12-16 22:18:36.650007,IN
19810310355,2023-12-16 22:18:50.204244,IN
19810310355,2023-12-16 22:24:21.460322,IN
19810310355,2023-12-16 22:24:29.392868,IN
19810310355,2023-12-16 22:24:31.382877,IN
19810310355,2023-12-16 22:24:33.330517,IN
19810310355,2023-12-16 22:24:35.367339,IN
19810310355,2023-12-16 22:24:37.791923,IN
19810310355,2023-12-16 22:24:39.989788,IN
19810310355,2023-12-16 22:24:41.698348,IN
19810310355,2023-12-16 22:24:43.238458,IN
19810310355,2023-12-16 22:24:44.802720,IN
19810310355,2023-12-16 22:24:46.445109,IN
19810310355,2023-12-16 22:24:51.459763,IN
19810310355,2023-12-16 22:25:05.566055,IN
19810310355,2023-12-16 22:25:15.511957,IN
19810310355,2023-12-16 22:25:36.850279,IN
19810310355,2023-12-16 22:25:45.234300,IN
19810310355,2023-12-16 22:26:24.123917,IN
19810310355,2023-12-16 22:26:48.404516,IN
