19810310355,2023-12-17 14:02:59.906038,IN
19810310355,2023-12-17 14:06:52.069038,IN
19810310355,2023-12-17 14:07:25.043969,IN
19810310355,2023-12-17 14:11:03.556182,IN
19810310355,2023-12-17 14:23:29.440350,IN
19810310355,2023-12-17 14:24:25.563629,IN
19810310355,2023-12-17 14:25:49.384683,IN
19810310355,2023-12-17 14:26:57.291921,IN
19810310355,2023-12-17 14:26:58.828528,IN
19810310355,2023-12-17 14:27:00.362692,IN
19810310355,2023-12-17 14:28:03.316564,IN
19810310355,2023-12-17 14:29:43.175633,IN
19810310355,2023-12-17 14:29:45.334136,IN
19810310355,2023-12-17 14:30:45.149560,IN
19810310355,2023-12-17 14:30:46.702556,IN
19810310355,2023-12-17 14:30:48.289280,IN
19810310355,2023-12-17 14:30:50.389986,IN
19810310355,2023-12-17 14:34:01.274570,IN
19810310355,2023-12-17 14:34:02.897046,IN
19810310355,2023-12-17 14:36:34.406014,IN
19810310355,2023-12-17 14:36:35.962917,IN
19810310355,2023-12-17 14:36:37.486844,IN
19810310355,2023-12-17 14:42:06.305759,IN
19810310355,2023-12-17 14:42:07.777312,IN
19810310355,2023-12-17 14:45:37.384236,IN
19810310355,2023-12-17 14:45:38.861891,IN
19810310355,2023-12-17 14:46:10.500018,IN
19810310355,2023-12-17 14:56:09.937872,IN
19810310355,2023-12-17 15:30:22.948136,IN
19810310355,2023-12-17 15:30:47.806951,IN
19810310355,2023-12-17 15:31:35.292085,IN
19810310355,2023-12-17 15:31:51.330863,IN
19810310355,2023-12-17 15:36:15.407470,IN
19810310355,2023-12-17 15:48:08.552856,IN
19810310355,2023-12-17 15:48:22.758342,IN
19810310355,2023-12-17 15:51:50.471060,IN
19810310355,2023-12-17 15:54:23.842795,IN
19810310355,2023-12-17 15:59:13.721336,IN
19810310355,2023-12-17 16:02:33.308645,IN
19810310355,2023-12-17 16:04:18.774835,IN
19810310355,2023-12-17 16:19:52.303230,IN
19810310355,2023-12-17 16:23:57.118223,IN
19810310355,2023-12-17 16:25:10.238919,IN
19810310355,2023-12-17 16:25:29.999643,IN
19810310355,2023-12-17 16:25:53.830259,IN
19810310355,2023-12-17 16:27:08.564529,IN
19810310355,2023-12-17 21:13:04.645269,IN
19810310355,2023-12-17 21:13:26.767842,IN
19810310355,2023-12-17 21:17:09.961668,IN
19810310355,2023-12-17 21:17:29.790186,IN
19810310355,2023-12-17 21:17:33.986978,IN
19810310355,2023-12-17 21:18:49.179152,IN
19810310355,2023-12-17 21:20:02.967883,IN
19810310355,2023-12-17 21:20:17.128927,IN
19810310355,2023-12-17 21:20:50.048907,IN
19810310355,2023-12-17 21:23:55.371702,IN
19810310355,2023-12-17 21:27:57.294171,IN
19810310355,2023-12-17 21:33:18.638413,IN
19810310355,2023-12-17 21:33:38.513074,IN
19810310355,2023-12-17 21:36:21.389190,IN
19810310355,2023-12-17 21:36:24.735123,IN
