None,2023-12-14 10:42:09.745064,IN
bqdiep,2023-12-14 10:50:00.210110,IN
bqdiep,2023-12-14 11:08:32.309034,IN
bqdiep,2023-12-14 11:08:35.741180,IN
bqdiep,2023-12-14 11:08:39.542762,IN
bqdiep,2023-12-14 11:08:43.302818,IN
bqdiep,2023-12-14 11:08:46.998210,IN
bqdiep,2023-12-14 11:09:25.286832,IN
bqdiep,2023-12-14 11:09:53.620152,IN
bqdiep,2023-12-14 11:18:16.240599,IN
bqdiep,2023-12-14 11:18:19.909660,IN
bqdiep,2023-12-14 16:17:01.797270,IN
bqdiep,2023-12-14 16:26:23.058720,IN
bqdiep,2023-12-14 16:27:19.517574,IN
bqdiep,2023-12-14 16:28:11.232846,IN
19810310355,2023-12-14 16:39:31.890508,IN
19810310355,2023-12-14 16:39:35.908807,IN
19810310355,2023-12-14 16:41:30.020062,IN
19810310355,2023-12-14 16:43:27.797828,IN
19810310355,2023-12-14 18:49:16.160809,IN
19810310355,2023-12-14 18:49:29.234660,IN
19810310355,2023-12-14 18:49:33.203083,IN
19810310355,2023-12-14 18:49:37.514099,IN
19810310355,2023-12-14 18:49:47.778340,IN
19810310355,2023-12-14 18:49:54.739508,IN
19810310355,2023-12-14 18:50:00.717323,IN
19810310355,2023-12-14 18:50:37.317704,IN
19810310355,2023-12-14 18:50:42.226405,IN
19810310355,2023-12-14 18:50:47.134508,IN
19810310355,2023-12-14 18:50:54.876100,IN
19810310355,2023-12-14 18:51:02.161413,IN
19810310355,2023-12-14 18:51:24.398596,IN
